property_type,region,area_m2,price_usd,lat,lon,state
apartment,Central-West,120.0,347200.3,-15.8162466,-47.907631,Distrito Federal
house,Central-West,250.0,189066.34,-15.8292387,-48.0570224,Distrito Federal
apartment,Central-West,111.0,173600.15,-15.901787,-47.78265,Distrito Federal
apartment,Central-West,61.0,104160.09,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,97.0,125307.74,-15.909568,-47.751835,Distrito Federal
apartment,Central-West,163.0,268291.14,-15.804991,-47.896935,Distrito Federal
apartment,Central-West,135.0,334574.83,-15.7412859,-47.8838819,Distrito Federal
house,Central-West,105.0,157818.31,-15.841012,-47.980843,Distrito Federal
apartment,Central-West,107.0,205163.81,-15.849033,-47.979324,Distrito Federal
apartment,Central-West,68.0,97847.35,-15.901787,-47.78265,Distrito Federal
apartment,Central-West,80.0,224102.01,-15.8072784,-47.883859,Distrito Federal
house,Central-West,220.0,211476.54,-16.049467,-47.831703,Distrito Federal
house,Central-West,250.0,280916.6,-15.778621,-47.897591,Distrito Federal
house,Central-West,130.0,107316.45,-15.829099,-48.056358,Distrito Federal
house,Central-West,130.0,119941.92,-15.829099,-48.056358,Distrito Federal
apartment,Central-West,102.0,136173.18,-15.812043,-47.926105,Distrito Federal
apartment,Central-West,61.0,109217.99,-15.835242,-48.025932,Distrito Federal
house,Central-West,200.0,156025.71,-15.869543,-48.026147,Distrito Federal
apartment,Central-West,132.0,340136.05,-15.810807,-47.89555,Distrito Federal
apartment,Central-West,91.0,159146.22,-15.83724,-48.017529,Distrito Federal
apartment,Central-West,163.0,280846.28,-15.839275,-48.013183,Distrito Federal
apartment,Central-West,86.0,264931.66,-15.80002,-47.929902,Distrito Federal
apartment,Central-West,189.0,327653.99,-15.810748,-48.065751,Distrito Federal
apartment,Central-West,70.0,99856.45,-15.810239,-47.971312,Distrito Federal
apartment,Central-West,68.0,79573.11,-15.810532,-48.074779,Distrito Federal
apartment,Central-West,168.0,463084.31,-15.829428,-48.029994,Distrito Federal
apartment,Central-West,127.0,374461.71,-15.747185,-47.910932,Distrito Federal
apartment,Central-West,113.0,184110.34,-15.8384319,-48.0287349,Distrito Federal
apartment,Central-West,127.0,234890.8,-15.901787,-47.78265,Distrito Federal
house,Central-West,220.0,246520.62,-15.810784,-48.043638,Distrito Federal
apartment,Central-West,152.0,358859.13,-15.780715,-47.875262,Distrito Federal
apartment,Central-West,104.0,193471.88,-15.837432,-48.03238,Distrito Federal
house,Central-West,210.0,140423.14,-15.809699,-47.780726,Distrito Federal
apartment,Central-West,155.0,495549.52,-15.739719,-47.911334,Distrito Federal
apartment,Central-West,155.0,489920.73,-15.739037,-47.910883,Distrito Federal
apartment,Central-West,61.0,108997.37,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,155.0,471197.65,-15.750291,-47.910804,Distrito Federal
apartment,Central-West,155.0,517644.08,-15.738975,-47.911441,Distrito Federal
apartment,Central-West,111.0,308930.91,-15.771877,-47.884327,Distrito Federal
apartment,Central-West,66.0,139077.88,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,139895.25,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,73.0,143643.82,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,134202.39,-15.793475,-47.930664,Distrito Federal
apartment,Central-West,66.0,126540.28,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,89.0,170167.91,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,81.0,158131.11,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,125026.83,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,130118.26,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,126540.28,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,127958.55,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,66.0,139859.26,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,89.0,164466.08,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,89.0,118579.54,-16.049467,-47.831703,Distrito Federal
apartment,Central-West,66.0,128674.4,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,89.0,172090.14,-15.837201,-48.025805,Distrito Federal
apartment,Central-West,90.0,265243.71,-15.807312,-47.929963,Distrito Federal
apartment,Central-West,166.0,436871.99,-15.754437,-47.881549,Distrito Federal
apartment,Central-West,77.0,246520.62,-15.754437,-47.881549,Distrito Federal
apartment,Central-West,77.0,246520.62,-15.754437,-47.881549,Distrito Federal
apartment,Central-West,72.0,75752.79,-15.826657,-48.06308,Distrito Federal
apartment,Central-West,79.0,97847.35,-15.792261,-47.84499,Distrito Federal
apartment,Central-West,156.0,170128.14,-15.795076,-47.931461,Distrito Federal
house,Central-West,200.0,88378.25,-15.863644,-48.098991,Distrito Federal
apartment,Central-West,85.0,125939.01,-15.830264,-48.016212,Distrito Federal
apartment,Central-West,100.0,353513.03,-15.750177,-47.910755,Distrito Federal
apartment,Central-West,57.0,83643.7,-15.819375,-47.916546,Distrito Federal
apartment,Central-West,66.0,123098.28,-15.750886,-47.895958,Distrito Federal
apartment,Central-West,82.0,189381.98,-15.834515,-47.91729,Distrito Federal
apartment,Central-West,125.0,176756.51,-15.896671,-47.78091,Distrito Federal
apartment,Central-West,56.0,164131.05,-15.7386988,-47.9008127,Distrito Federal
apartment,Central-West,111.0,211476.54,-15.840674,-48.039043,Distrito Federal
apartment,Central-West,68.0,108894.64,-15.804991,-47.896935,Distrito Federal
apartment,Central-West,74.0,105738.27,-15.809109,-47.904346,Distrito Federal
apartment,Central-West,68.0,99425.54,-15.908549,-47.75172,Distrito Federal
apartment,Central-West,84.0,130989.2,-15.83521,-48.041,Distrito Federal
apartment,Central-West,111.0,220314.37,-15.840674,-48.039043,Distrito Federal
apartment,Central-West,68.0,77330.97,-15.822075,-48.11544,Distrito Federal
house,Central-West,180.0,135723.75,-15.829633,-48.080959,Distrito Federal
apartment,Central-West,53.0,107316.45,-15.750886,-47.895958,Distrito Federal
house,Central-West,180.0,220945.64,-15.841012,-47.980843,Distrito Federal
apartment,Central-West,70.0,94690.99,-15.821308,-47.98074,Distrito Federal
apartment,Central-West,97.0,107316.45,-15.792261,-47.84499,Distrito Federal
apartment,Central-West,64.0,118363.73,-15.867723,-48.025394,Distrito Federal
house,Central-West,120.0,113629.19,-15.828357,-48.074974,Distrito Federal
apartment,Central-West,110.0,172021.96,-15.909568,-47.751835,Distrito Federal
apartment,Central-West,71.0,93744.08,-15.865908,-48.074451,Distrito Federal
apartment,Central-West,99.0,220945.64,-15.835175,-47.987694,Distrito Federal
house,Central-West,150.0,151505.58,-15.8165385,-48.0934078,Distrito Federal
apartment,Central-West,102.0,157502.68,-15.812043,-47.926105,Distrito Federal
apartment,Central-West,58.0,88378.25,-15.830551,-48.036999,Distrito Federal
apartment,Central-West,98.0,197272.89,-15.751249,-47.89193,Distrito Federal
apartment,Central-West,151.0,280916.6,-15.8072784,-47.883859,Distrito Federal
apartment,Central-West,67.0,113629.19,-15.838432,-48.028748,Distrito Federal
apartment,Central-West,107.0,192538.34,-15.849033,-47.979324,Distrito Federal
apartment,Central-West,126.0,169496.87,-15.896671,-47.78091,Distrito Federal
apartment,Central-West,78.0,136986.3,-15.908549,-47.75172,Distrito Federal
apartment,Central-West,60.0,82065.52,-15.8346239,-48.029779,Distrito Federal
apartment,Central-West,100.0,171628.28,-15.830514,-48.011004,Distrito Federal
apartment,Central-West,100.0,171628.28,-15.830514,-48.011004,Distrito Federal
apartment,Central-West,189.0,405666.85,-15.841296,-48.034602,Distrito Federal
apartment,Central-West,62.0,81133.37,-15.832706,-48.056988,Distrito Federal
house,Central-West,163.0,343256.56,-15.7460937,-47.8984756,Distrito Federal
apartment,Central-West,110.0,184110.34,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,145.0,246520.62,-15.84077,-48.02763,Distrito Federal
apartment,Central-West,84.0,210634.71,-15.720929,-47.88102,Distrito Federal
house,Central-West,120.0,99856.45,-15.9046647,-47.7788296,Distrito Federal
apartment,Central-West,70.0,90494.91,-15.826657,-48.06308,Distrito Federal
house,Central-West,120.0,127941.08,-15.818874,-48.078217,Distrito Federal
apartment,Central-West,78.0,109217.99,-15.826657,-48.06308,Distrito Federal
apartment,Central-West,62.0,119515.69,-15.826657,-48.06308,Distrito Federal
apartment,Central-West,72.0,80821.31,-15.8305376,-48.0778517,Distrito Federal
house,Central-West,120.0,109217.99,-15.6536771,-47.8099846,Distrito Federal
house,Central-West,209.0,123260.31,-15.860855,-48.081802,Distrito Federal
house,Central-West,180.0,115459.02,-15.879278,-48.111469,Distrito Federal
house,Central-West,59.0,118579.54,-15.66466,-47.799145,Distrito Federal
apartment,Central-West,94.0,99856.45,-15.888977,-48.098644,Distrito Federal
house,Central-West,180.0,218435.99,-15.7937477,-47.8533075,Distrito Federal
house,Central-West,90.0,154465.45,-15.816543,-47.988132,Distrito Federal
apartment,Central-West,59.0,93615.42,-15.77708,-47.7796529,Distrito Federal
house,Central-West,200.0,159146.22,-15.821308,-47.98074,Distrito Federal
house,Central-West,100.0,146664.17,-15.7768649,-47.7796405,Distrito Federal
house,Central-West,100.0,151344.94,-15.825575,-47.984306,Distrito Federal
house,Central-West,90.0,140423.14,-15.825575,-47.984306,Distrito Federal
house,Central-West,200.0,218435.99,-15.821308,-47.98074,Distrito Federal
house,Central-West,200.0,218435.99,-15.7349042,-47.8720263,Distrito Federal
house,Central-West,170.0,202833.42,-15.7764627,-47.7796149,Distrito Federal
house,Central-West,240.0,265243.71,-15.821308,-47.98074,Distrito Federal
apartment,Central-West,53.0,92055.17,-15.816543,-47.988132,Distrito Federal
house,Central-West,200.0,149784.68,-15.821308,-47.98074,Distrito Federal
house,Central-West,160.0,166947.51,-15.776448,-47.779614,Distrito Federal
apartment,Central-West,71.0,101416.71,-15.821308,-47.98074,Distrito Federal
apartment,Central-West,60.0,79573.11,-15.77708,-47.7796529,Distrito Federal
house,Central-West,200.0,143543.65,-15.7752917,-47.779538,Distrito Federal
house,Central-West,141.0,191911.62,-15.7771876,-47.7796591,Distrito Federal
apartment,Central-West,91.0,143543.65,-15.808813,-47.988171,Distrito Federal
apartment,Central-West,58.0,112338.51,-15.808813,-47.988171,Distrito Federal
apartment,Central-West,82.0,140423.14,-15.808813,-47.988171,Distrito Federal
house,Central-West,100.0,137302.62,-15.836118,-48.094276,Distrito Federal
house,Central-West,250.0,171628.28,-15.836118,-48.094276,Distrito Federal
house,Central-West,125.0,102976.97,-15.854488,-47.955639,Distrito Federal
house,Central-West,120.0,202833.42,-15.854488,-47.955639,Distrito Federal
apartment,Central-West,72.0,81133.37,-15.8368721,-48.0567365,Distrito Federal
house,Central-West,180.0,185670.59,-15.8571344,-48.0396207,Distrito Federal
house,Central-West,140.0,199712.91,-15.8494142,-48.0475331,Distrito Federal
apartment,Central-West,68.0,81133.37,-15.842205,-48.051483,Distrito Federal
house,Central-West,200.0,171628.28,-15.86333,-48.035576,Distrito Federal
apartment,Central-West,88.0,93615.42,-15.832706,-48.056988,Distrito Federal
apartment,Central-West,69.0,93615.42,-15.832706,-48.056988,Distrito Federal
apartment,Central-West,61.0,81133.37,-15.832706,-48.056988,Distrito Federal
apartment,Central-West,119.0,327653.99,-15.834252,-47.920467,Distrito Federal
apartment,Central-West,64.0,218435.99,-15.808555,-47.858009,Distrito Federal
house,Central-West,90.0,327653.99,-15.8215315,-47.9197842,Distrito Federal
house,Central-West,189.0,248080.88,-15.833894,-47.982136,Distrito Federal
house,Central-West,240.0,259002.68,-15.833894,-47.982136,Distrito Federal
apartment,Central-West,80.0,195032.14,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,197.0,390064.28,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,80.0,196592.39,-15.835175,-47.987694,Distrito Federal
house,Central-West,128.0,109217.99,-15.835175,-47.987694,Distrito Federal
house,Central-West,240.0,180989.82,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,197.0,399425.82,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,145.0,98296.19,-15.835175,-47.987694,Distrito Federal
house,Central-West,200.0,151344.94,-15.833894,-47.982136,Distrito Federal
house,Central-West,128.0,127941.08,-15.835175,-47.987694,Distrito Federal
house,Central-West,200.0,199712.91,-15.833894,-47.982136,Distrito Federal
house,Central-West,100.0,118579.54,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,91.0,230918.05,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,78.0,193471.88,-15.841012,-47.980843,Distrito Federal
house,Central-West,200.0,180989.82,-15.841012,-47.980843,Distrito Federal
apartment,Central-West,70.0,243400.11,-15.818471,-47.956604,Distrito Federal
apartment,Central-West,68.0,78012.85,-15.869102,-48.02618,Distrito Federal
apartment,Central-West,71.0,134182.11,-15.851614,-48.03624,Distrito Federal
apartment,Central-West,65.0,77700.8,-15.869102,-48.02618,Distrito Federal
apartment,Central-West,60.0,78012.85,-15.855002,-48.031582,Distrito Federal
apartment,Central-West,106.0,171628.28,-15.848169,-47.979099,Distrito Federal
apartment,Central-West,152.0,202833.42,-15.804991,-47.896935,Distrito Federal
apartment,Central-West,114.0,162266.74,-15.834883,-48.031506,Distrito Federal
apartment,Central-West,83.0,129501.34,-15.819375,-47.916546,Distrito Federal
apartment,Central-West,57.0,81133.37,-15.8312498,-48.0157319,Distrito Federal
apartment,Central-West,71.0,102976.97,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,169.0,265243.71,-15.834883,-48.031506,Distrito Federal
apartment,Central-West,66.0,106097.48,-15.834883,-48.031506,Distrito Federal
apartment,Central-West,140.0,204393.68,-15.908549,-47.75172,Distrito Federal
apartment,Central-West,53.0,102976.97,-15.849033,-47.979324,Distrito Federal
apartment,Central-West,59.0,84253.88,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,60.0,90494.91,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,93.0,156025.71,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,61.0,96735.94,-15.8310854,-48.0157902,Distrito Federal
apartment,Central-West,61.0,96735.94,-15.8310854,-48.0157902,Distrito Federal
apartment,Central-West,102.0,209074.45,-15.849033,-47.979324,Distrito Federal
apartment,Central-West,76.0,109217.99,-15.804991,-47.896935,Distrito Federal
apartment,Central-West,63.0,98296.19,-15.839121,-48.013847,Distrito Federal
apartment,Central-West,78.0,132621.85,-15.848169,-47.979099,Distrito Federal
apartment,Central-West,128.0,202209.32,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,62.0,109217.99,-15.897407,-47.785347,Distrito Federal
apartment,Central-West,114.0,182550.08,-15.844883,-48.031738,Distrito Federal
apartment,Central-West,74.0,171628.28,-15.897407,-47.785347,Distrito Federal
apartment,Central-West,158.0,277725.76,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,141.0,221556.51,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,68.0,99856.45,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,75.0,137302.62,-15.84077,-48.02763,Distrito Federal
apartment,Central-West,119.0,202833.42,-15.844883,-48.031738,Distrito Federal
apartment,Central-West,110.0,165387.25,-15.90479,-47.774288,Distrito Federal
apartment,Central-West,63.0,96735.94,-15.839121,-48.013847,Distrito Federal
apartment,Central-West,58.0,92055.17,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,79.0,124820.57,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,109.0,187230.85,-16.049467,-47.831703,Distrito Federal
apartment,Central-West,74.0,121700.05,-15.793475,-47.930664,Distrito Federal
apartment,Central-West,60.0,106097.48,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,135.0,174748.79,-15.834796,-48.014731,Distrito Federal
apartment,Central-West,135.0,174748.79,-15.834796,-48.014731,Distrito Federal
apartment,Central-West,135.0,174748.79,-15.834796,-48.014731,Distrito Federal
apartment,Central-West,70.0,93615.42,-15.7772951,-47.7796652,Distrito Federal
apartment,Central-West,128.0,202833.42,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,179.0,390064.28,-15.835899,-48.028795,Distrito Federal
house,Central-West,230.0,112338.51,-15.8532786,-48.0315868,Distrito Federal
house,Central-West,200.0,162266.74,-15.821308,-47.98074,Distrito Federal
apartment,Central-West,71.0,96735.94,-15.7766534,-47.7796275,Distrito Federal
apartment,Central-West,79.0,202833.42,-15.833885,-47.920227,Distrito Federal
apartment,Central-West,136.0,349497.59,-15.818597,-47.90855,Distrito Federal
apartment,Central-West,62.0,180989.82,-15.793815,-47.893547,Distrito Federal
apartment,Central-West,68.0,93303.37,-15.796558,-47.939579,Distrito Federal
apartment,Central-West,58.0,112338.51,-15.833894,-47.982136,Distrito Federal
house,Central-West,130.0,87374.39,-15.908675,-48.07616,Distrito Federal
apartment,Central-West,58.0,81133.37,-15.829219,-48.0118622,Distrito Federal
house,Central-West,240.0,230918.05,-15.79396,-48.001628,Distrito Federal
house,Central-West,240.0,230918.05,-15.79396,-48.001628,Distrito Federal
apartment,Central-West,141.0,243400.11,-15.838946,-48.033652,Distrito Federal
apartment,Central-West,100.0,215315.48,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,141.0,243400.11,-15.838946,-48.033652,Distrito Federal
apartment,Central-West,130.0,343256.56,-15.834945,-47.915888,Distrito Federal
apartment,Central-West,157.0,218123.94,-15.83649,-48.015308,Distrito Federal
apartment,Central-West,157.0,218123.94,-15.83649,-48.015308,Distrito Federal
apartment,Central-West,84.0,109217.99,-15.8411827,-47.9856914,Distrito Federal
apartment,Central-West,72.0,266632.8,-15.805874,-47.932053,Distrito Federal
apartment,Central-West,75.0,219019.8,-15.831967,-47.925007,Distrito Federal
apartment,Central-West,64.0,79573.11,-15.830264,-48.016212,Distrito Federal
apartment,Central-West,80.0,74892.34,-15.8755253,-47.9795604,Distrito Federal
apartment,Central-West,82.0,184110.34,-15.8110883,-47.8856918,Distrito Federal
apartment,Central-West,170.0,493041.25,-15.805833,-47.892413,Distrito Federal
apartment,Central-West,160.0,230918.05,-15.830698,-48.033871,Distrito Federal
apartment,Central-West,160.0,230918.05,-15.830698,-48.033871,Distrito Federal
apartment,Central-West,140.0,421269.42,-15.757808,-47.883556,Distrito Federal
apartment,Central-West,164.0,514884.85,-15.787473,-47.91842,Distrito Federal
apartment,Central-West,68.0,145103.91,-15.747542,-47.884201,Distrito Federal
apartment,Central-West,66.0,115459.02,-15.833894,-47.982136,Distrito Federal
apartment,Central-West,119.0,202833.42,-15.909568,-47.751835,Distrito Federal
apartment,Central-West,59.0,82529.2,-15.795076,-47.931461,Distrito Federal
apartment,Central-West,118.0,165058.4,-15.795076,-47.931461,Distrito Federal
apartment,Central-West,59.0,82529.2,-15.795076,-47.931461,Distrito Federal
house,Central-West,135.0,93615.42,-15.8085594,-48.1255342,Distrito Federal
apartment,Central-West,111.0,221556.51,-15.840674,-48.039043,Distrito Federal
apartment,Central-West,53.0,107657.74,-15.837466,-48.016034,Distrito Federal
apartment,Central-West,69.0,187230.85,-15.795127,-47.893461,Distrito Federal
house,Central-West,180.0,131061.59,-15.7995623,-48.1007453,Distrito Federal
apartment,Central-West,72.0,112338.51,-15.844523,-48.0312,Distrito Federal
house,Central-West,200.0,183798.28,-15.833894,-47.982136,Distrito Federal
apartment,Central-West,79.0,180989.82,-15.77219,-47.875252,Distrito Federal
apartment,Central-West,114.0,187230.85,-15.826657,-48.06308,Distrito Federal
apartment,Central-West,73.0,131061.59,-15.844523,-48.0312,Distrito Federal
apartment,Central-West,60.0,180929.4,-15.759435,-47.882878,Distrito Federal
apartment,Central-West,74.0,249641.14,-15.794229,-47.882166,Distrito Federal
apartment,Central-West,74.0,234038.56,-15.794229,-47.882166,Distrito Federal
house,Central-West,120.0,202833.42,-15.83255,-47.983632,Distrito Federal
apartment,Central-West,56.0,87374.39,-15.7767488,-47.7796338,Distrito Federal
apartment,Central-West,112.0,156025.71,-15.834883,-48.031506,Distrito Federal
apartment,Central-West,100.0,171628.28,-15.900701,-47.786434,Distrito Federal
apartment,Central-West,75.0,129501.34,-15.840908,-48.038811,Distrito Federal
apartment,Central-West,63.0,78012.85,-15.872548,-48.060696,Distrito Federal
house,Central-West,90.0,135742.37,-15.8440511,-47.9808059,Distrito Federal
apartment,Central-West,58.0,118267.49,-15.833894,-47.982136,Distrito Federal
apartment,Central-West,60.0,76180.8,-15.901787,-47.78265,Distrito Federal
house,Central-West,240.0,255882.16,-15.79396,-48.001628,Distrito Federal
house,Central-West,240.0,255882.16,-15.79396,-48.001628,Distrito Federal
apartment,Central-West,140.0,405666.85,-15.758428,-47.883568,Distrito Federal
apartment,Central-West,77.0,174748.79,-15.822985,-47.953078,Distrito Federal
apartment,Central-West,77.0,174748.79,-15.822985,-47.953078,Distrito Federal
apartment,Central-West,73.0,152905.19,-15.809109,-47.904346,Distrito Federal
apartment,Central-West,127.0,390064.28,-15.7474017,-47.9126108,Distrito Federal
apartment,Central-West,56.0,99856.45,-15.750886,-47.895958,Distrito Federal
apartment,Central-West,96.0,347200.3,-15.744934,-47.909824,Distrito Federal
apartment,Central-West,78.0,177755.2,-15.822248,-47.900932,Distrito Federal
apartment,Central-West,81.0,106097.48,-15.897501,-47.772167,Distrito Federal
apartment,Central-West,58.0,96735.94,-15.841584,-48.029903,Distrito Federal
house,Central-West,150.0,156025.71,-15.804541,-48.097847,Distrito Federal
apartment,Central-West,70.0,87374.39,-15.7763665,-47.7794225,Distrito Federal
house,Central-West,100.0,218435.99,-15.816543,-47.988132,Distrito Federal
house,Central-West,90.0,137302.62,-15.824923,-47.977497,Distrito Federal
apartment,Central-West,97.0,141251.9,-15.839258,-48.024093,Distrito Federal
apartment,Central-West,53.0,102189.66,-15.844269,-48.032609,Distrito Federal
apartment,Central-West,114.0,174581.0,-15.835242,-48.025932,Distrito Federal
apartment,Central-West,197.0,393184.79,-15.825647,-47.983975,Distrito Federal
apartment,Central-West,197.0,393184.79,-15.825647,-47.983975,Distrito Federal
house,Central-West,109.0,171628.28,-15.8705378,-47.9686399,Distrito Federal
apartment,Central-West,67.0,171628.28,-15.841012,-47.980843,Distrito Federal
house,Central-West,150.0,124820.57,-15.791751,-48.003388,Distrito Federal
house,Central-West,150.0,124820.57,-15.791751,-48.003388,Distrito Federal
apartment,Central-West,91.0,196592.39,-15.834313,-47.915541,Distrito Federal
house,Central-West,170.0,202833.42,-15.8263042,-48.0619043,Distrito Federal
apartment,Central-West,96.0,101416.71,-15.859853,-48.077137,Distrito Federal
apartment,Central-West,68.0,102976.97,-15.877651,-48.08923,Distrito Federal
apartment,Central-West,56.0,93615.42,-15.7765581,-47.7796212,Distrito Federal
apartment,Central-West,60.0,104537.22,-15.836939,-48.039162,Distrito Federal
apartment,Central-West,53.0,93615.42,-15.835441,-48.01696,Distrito Federal
apartment,Central-West,58.0,237159.08,-15.833669,-47.89521,Distrito Federal
apartment,Central-West,65.0,225368.2,-15.818348,-47.91058,Distrito Federal
apartment,Central-West,140.0,412646.01,-15.742148,-47.892494,Distrito Federal
apartment,Central-West,87.0,168507.77,-15.835175,-47.987694,Distrito Federal
house,Central-West,220.0,168507.77,-15.811218,-48.087101,Distrito Federal
apartment,Central-West,81.0,202833.42,-15.712687,-47.887436,Distrito Federal
apartment,Central-West,120.0,162266.74,-15.828249,-48.02964,Distrito Federal
house,Central-West,100.0,216875.74,-15.833894,-47.982136,Distrito Federal
apartment,Central-West,64.0,102976.97,-15.809048,-48.071384,Distrito Federal
house,Central-West,150.0,134182.11,-29.995461,-51.315311,Distrito Federal
apartment,Central-West,68.0,111097.0,-15.908549,-47.75172,Distrito Federal
apartment,Central-West,70.0,115459.02,-15.853884,-48.03854,Distrito Federal
house,Central-West,145.0,177869.31,-15.812752,-48.084702,Distrito Federal
house,Central-West,200.0,196592.39,-15.881919,-48.010551,Distrito Federal
house,Central-West,130.0,107657.74,-15.79396,-48.001628,Distrito Federal
house,Central-West,130.0,107657.74,-15.79396,-48.001628,Distrito Federal
house,Central-West,80.0,98296.19,-15.8489346,-47.9528084,Distrito Federal
apartment,Central-West,86.0,268364.22,-15.80002,-47.929902,Distrito Federal
apartment,Central-West,76.0,101416.71,-15.842198,-48.036346,Distrito Federal
apartment,Central-West,78.0,106097.48,-15.792261,-47.84499,Distrito Federal
apartment,Central-West,97.0,186960.38,-15.741286,-47.883882,Distrito Federal
apartment,Central-West,68.0,142839.0,-15.739151,-47.887074,Distrito Federal
apartment,Central-West,132.0,436871.99,-15.834242,-47.919514,Distrito Federal
apartment,Central-West,145.0,277725.76,-15.843502,-48.027483,Distrito Federal
house,Central-West,117.0,87374.39,-15.8282438,-48.0896531,Distrito Federal
apartment,Central-West,171.0,112338.51,-15.8955888,-48.1128902,Distrito Federal
apartment,Central-West,81.0,112338.51,-15.897501,-47.772167,Distrito Federal
apartment,Central-West,110.0,165387.25,-16.049467,-47.831703,Distrito Federal
apartment,Central-West,94.0,215845.6,-15.815961,-47.904381,Distrito Federal
apartment,Central-West,67.0,81133.37,-15.776448,-47.779614,Distrito Federal
house,Central-West,130.0,115459.02,-15.80237,-48.10741,Distrito Federal
apartment,Central-West,59.0,90494.91,-15.877651,-48.08923,Distrito Federal
apartment,Central-West,54.0,170068.02,-15.720929,-47.88102,Distrito Federal
house,Central-West,142.0,109217.99,-15.691346,-47.822861,Distrito Federal
apartment,Central-West,62.0,115459.02,-15.841012,-47.980843,Distrito Federal
apartment,Central-West,54.0,118579.54,-15.835441,-48.01696,Distrito Federal
apartment,Central-West,115.0,199712.91,-15.844883,-48.031738,Distrito Federal
apartment,Central-West,79.0,134182.11,-15.841012,-47.980843,Distrito Federal
house,Central-West,190.0,131061.59,-15.691346,-47.822861,Distrito Federal
apartment,Central-West,90.0,292026.4,-15.805874,-47.932053,Distrito Federal
apartment,Central-West,92.0,301549.0,-15.812083,-47.890641,Distrito Federal
apartment,Central-West,143.0,450736.41,-15.770838,-47.87921,Distrito Federal
apartment,Central-West,60.0,99856.45,-15.830551,-48.036999,Distrito Federal
apartment,Central-West,69.0,106097.48,-15.793151,-47.881416,Distrito Federal
house,Central-West,100.0,96735.94,-15.835175,-47.987694,Distrito Federal
apartment,Central-West,127.0,140423.14,-15.812043,-47.926105,Distrito Federal
apartment,Central-West,54.0,170068.02,-15.720929,-47.88102,Distrito Federal
apartment,Central-West,74.0,104537.22,-15.831039,-48.010834,Distrito Federal
apartment,Central-West,63.0,82693.62,-15.839121,-48.013847,Distrito Federal
apartment,Central-West,161.0,288647.56,-15.792261,-47.84499,Distrito Federal
house,Central-West,140.0,102976.97,-15.8067776,-48.0964888,Distrito Federal
apartment,Central-West,158.0,221241.74,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,180.0,251079.22,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,203.0,283701.11,-15.841584,-48.029903,Distrito Federal
apartment,Central-West,70.0,95226.0,-15.7763665,-47.7794225,Distrito Federal
apartment,Central-West,56.0,93615.42,-15.853786,-48.035625,Distrito Federal
house,Central-West,150.0,118579.54,-15.814481,-48.0951703,Distrito Federal
house,Central-West,168.0,146664.17,-15.828509,-48.105083,Distrito Federal
apartment,Central-West,56.0,152905.19,-15.841012,-47.980843,Distrito Federal
apartment,Central-West,58.0,99856.45,-15.841584,-48.029903,Distrito Federal
house,Central-West,220.0,274605.25,-15.816543,-47.988132,Distrito Federal
apartment,Central-West,118.0,174748.79,-15.834883,-48.031506,Distrito Federal
apartment,Central-West,58.0,115459.02,-15.751106,-47.895603,Distrito Federal
apartment,Central-West,104.0,184110.34,-15.897407,-47.785347,Distrito Federal
apartment,Central-West,127.0,349162.01,-15.765018,-47.888481,Distrito Federal
apartment,Central-West,55.0,77388.75,-15.859853,-48.077137,Distrito Federal
apartment,Central-West,59.0,81133.37,-15.877651,-48.08923,Distrito Federal
